Location	File Name	Unique ID	Higher Taxonomy	Lower Taxonomy	BLAST Seed	Long Name	Data Type	Source
./	Allomacr.faa	Allomacr	Obazoa	Fungi	Homosapi	Allomyces macrogynus	 Genomic	 GCA_000151295.1_A_macrogynus_V
